Group_1,Group_2,Total_Absolute_Difference
Flo Rida (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),41.97239999999999
Sonu Nigam (Indian Music),Taylor Swift (Indian Music),42.085
Shankar Mahadevan (Indian Music),Taylor Swift (Indian Music),42.11300000000001
Labrinth (Films/Games),Sonu Nigam (Films/Games),42.148700000000005
Cardi B (Rap/Hip Hop),Wiz Khalifa (Rap/Hip Hop),42.20739999999999
Elvis Presley (Pop),Scorpions (Pop),42.2172
Lana Del Rey (Pop),Wisin & Yandel (Pop),42.246500000000005
DJ Khaled (Rap/Hip Hop),Enrique Iglesias (Rap/Hip Hop),42.33129999999999
Demi Lovato (Pop),Gracie Abrams (Pop),42.4626
Dr. Dre (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),42.50439999999999
Christian Nodal (Traditional Mexicano),Fuerza Regida (Traditional Mexicano),42.5145
Kali Uchis (R&B),Prince (R&B),42.5165
AC/DC (Rock),Mariah Carey (Rock),42.560900000000004
Bastille (Alternative),Gorillaz (Alternative),42.575900000000004
Justin Timberlake (Pop),Lynyrd Skynyrd (Pop),42.6089
Labrinth (Pop),Lynyrd Skynyrd (Pop),42.636100000000006
Lady Gaga (Pop),Pharrell Williams (Pop),42.6381
Lana Del Rey (Pop),Maroon 5 (Pop),42.6645
5 Seconds of Summer (Pop),Atif Aslam (Pop),42.675399999999996
Avril Lavigne (Pop),Jay Wheeler (Pop),42.73570000000001
Diljit Dosanjh (Pop),Pharrell Williams (Pop),42.8112
Mariah Carey (Rock),The Cranberries (Rock),42.8623
Paramore (Alternative),Tom Odell (Alternative),42.8828
Atif Aslam (Pop),P!nk (Pop),42.89470000000001
Mac Miller (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),43.05780000000001
Grupo Firme (Traditional Mexicano),Tito Double P (Traditional Mexicano),43.0615
Pharrell Williams (Pop),The Chainsmokers (Pop),43.17620000000001
Lana Del Rey (Pop),Whitney Houston (Pop),43.2203
David Bowie (Pop),Scorpions (Pop),43.28039999999999
Jay Wheeler (Pop),Justin Timberlake (Pop),43.315799999999996
Gwen Stefani (Pop),Tones And I (Pop),43.38359999999999
Flo Rida (Pop),Justin Timberlake (Pop),43.4334
5 Seconds of Summer (Pop),Charlie Puth (Pop),43.4403
Creedence Clearwater Revival (Rock),Mariah Carey (Rock),43.4541
Black Eyed Peas (Pop),Lana Del Rey (Pop),43.4808
Jennifer Lopez (Pop),Lana Del Rey (Pop),43.4818
Christian Nodal (Traditional Mexicano),Marco Antonio Solís (Traditional Mexicano),43.4997
Ariana Grande (Pop),Flo Rida (Pop),43.510000000000005
Lana Del Rey (Pop),The Beatles (Pop),43.5367
Elvis Presley (Indian Music),Taylor Swift (Indian Music),43.56229999999999
Arctic Monkeys (Alternative),Bastille (Alternative),43.5737
Demi Lovato (Pop),Tones And I (Pop),43.626
Elton John (Pop),Jay Wheeler (Pop),43.68009999999999
Jay Wheeler (Pop),Mariah Carey (Pop),43.6805
Black Eyed Peas (Pop),Flo Rida (Pop),43.696
Guns N' Roses (Rock),Mariah Carey (Rock),43.7133
Ellie Goulding (Pop),Pharrell Williams (Pop),43.7227
Charlie Puth (Pop),Mariah Carey (Pop),43.7602
Shankar Mahadevan (Kids),Taylor Swift (Kids),43.7751
Cardi B (Rap/Hip Hop),Central Cee (Rap/Hip Hop),43.819500000000005
Scorpions (Pop),Shakira (Pop),43.830999999999996
George Michael (Pop),Lana Del Rey (Pop),43.833
Amy Winehouse (Pop),Flo Rida (Pop),43.865
Gorillaz (Alternative),The Neighbourhood (Alternative),43.9022
DJ Khaled (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),43.9261
Atif Aslam (Pop),Justin Timberlake (Pop),43.9346
Christina Aguilera (Pop),Flo Rida (Pop),43.9429
Atif Aslam (Pop),Backstreet Boys (Pop),43.9937
Gorillaz (Pop),Jay Wheeler (Pop),44.0118
JHAYCO (Rap/Hip Hop),Nicky Jam (Rap/Hip Hop),44.0485
Banda MS de Sergio Lizárraga (Latin Music),Taylor Swift (Latin Music),44.1263
Elvis Presley (Pop),Lana Del Rey (Pop),44.13380000000001
Javed Ali (Latin Music),Neton Vega (Latin Music),44.14020000000001
Demi Lovato (Pop),Pharrell Williams (Pop),44.1589
Pharrell Williams (Pop),Romeo Santos (Pop),44.209999999999994
Cardi B (Rap/Hip Hop),Dr. Dre (Rap/Hip Hop),44.236900000000006
Elton John (Pop),Lana Del Rey (Pop),44.2659
Enrique Iglesias (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),44.269600000000004
Flo Rida (Pop),Lady Gaga (Pop),44.295
Scorpions (Pop),The Chainsmokers (Pop),44.5703
Lana Del Rey (Pop),One Direction (Pop),44.6263
Britney Spears (Pop),Scorpions (Pop),44.68049999999999
James Arthur (Pop),Scorpions (Pop),44.7445
Marco Antonio Solís (Traditional Mexicano),Peso Pluma (Traditional Mexicano),44.752700000000004
Prince Royce (Latin Music),The Beatles (Latin Music),44.75900000000001
Diljit Dosanjh (Indian Music),Shankar Mahadevan (Indian Music),44.75919999999999
Arctic Monkeys (Alternative),Hozier (Alternative),44.76339999999999
Gracie Abrams (Pop),Luis Miguel (Pop),44.790299999999995
Flo Rida (Pop),P!nk (Pop),44.8133
Daryl Hall & John Oates (Latin Music),Junior H (Latin Music),44.8312
Harry Styles (Pop),Justin Timberlake (Pop),44.8664
Avril Lavigne (Pop),Shakira (Pop),44.886100000000006
Atif Aslam (Pop),Metallica (Pop),44.89019999999999
Pink Floyd (Pop),Scorpions (Pop),44.9127
Atif Aslam (Pop),Luis Miguel (Pop),44.9243
One Direction (Pop),Pharrell Williams (Pop),44.9656
Harry Styles (Pop),P!nk (Pop),45.0449
Billy Joel (Pop),Scorpions (Pop),45.068
Pharrell Williams (Rap/Hip Hop),"Tyler, The Creator (Rap/Hip Hop)",45.079499999999996
Fuerza Regida (Latin Music),Taylor Swift (Latin Music),45.2494
Amy Winehouse (R&B),Kali Uchis (R&B),45.28920000000001
Nicky Jam (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),45.294000000000004
Charlie Puth (Pop),Diljit Dosanjh (Pop),45.365600000000015
Flo Rida (Pop),Harry Styles (Pop),45.40539999999999
Gorillaz (Pop),Scorpions (Pop),45.4792
Charlie Puth (Pop),Scorpions (Pop),45.49329999999999
Lynyrd Skynyrd (Pop),Pharrell Williams (Pop),45.5114
Flo Rida (Pop),One Direction (Pop),45.51530000000001
Jay Wheeler (Pop),Jennifer Lopez (Pop),45.5332
Atif Aslam (Pop),Diljit Dosanjh (Pop),45.5403
Foreigner (Rock),Mariah Carey (Rock),45.54629999999999
Luis Miguel (Pop),Romeo Santos (Pop),45.5998
Lady Gaga (Pop),Scorpions (Pop),45.605999999999995
Banda MS de Sergio Lizárraga (Traditional Mexicano),Peso Pluma (Traditional Mexicano),45.638799999999996
Jay Wheeler (Pop),Shakira (Pop),45.6694
Céline Dion (Pop),Jay Wheeler (Pop),45.702600000000004
Céline Dion (Pop),Lana Del Rey (Pop),45.7866
Justin Timberlake (Pop),Shawn Mendes (Pop),45.822300000000006
Anu Malik (Films/Games),Sajid-Wajid (Films/Games),45.84760000000001
Avril Lavigne (Pop),Gracie Abrams (Pop),45.8707
Backstreet Boys (Pop),Shawn Mendes (Pop),45.887800000000006
Lana Del Rey (Pop),Metallica (Pop),45.91420000000001
Backstreet Boys (Pop),Jay Wheeler (Pop),45.914500000000004
Taylor Swift (Kids),The Beatles (Kids),45.9452
Flo Rida (Pop),Gorillaz (Pop),46.03240000000001
Diljit Dosanjh (Indian Music),Elvis Presley (Indian Music),46.0419
Atif Aslam (Pop),Gorillaz (Pop),46.068000000000005
Charlie Puth (Pop),Metallica (Pop),46.0885
John Legend (Kids),Taylor Swift (Kids),46.1428
Charlie Puth (Pop),Luis Miguel (Pop),46.18000000000001
Gracie Abrams (Pop),Gwen Stefani (Pop),46.1886
Arcángel (Latin Music),Taylor Swift (Latin Music),46.201499999999996
Scorpions (Pop),Wisin & Yandel (Pop),46.211099999999995
Gracie Abrams (Pop),Jay Wheeler (Pop),46.27479999999999
Foreigner (Pop),Lana Del Rey (Pop),46.32350000000001
Pharrell Williams (Rap/Hip Hop),Wiz Khalifa (Rap/Hip Hop),46.4367
Gracie Abrams (Pop),Shawn Mendes (Pop),46.4935
Jay Wheeler (Pop),Wisin & Yandel (Pop),46.6157
Prince (Pop),Scorpions (Pop),46.6759
George Michael (Pop),Scorpions (Pop),46.745400000000004
Gracie Abrams (Pop),One Direction (Pop),46.755300000000005
Prince Royce (Latin Music),Taylor Swift (Latin Music),46.7625
Labrinth (Pop),Pharrell Williams (Pop),46.857299999999995
Lynyrd Skynyrd (Pop),Shakira (Pop),46.8703
Romeo Santos (Pop),Scorpions (Pop),46.89929999999999
Nirvana (Alternative),Tom Odell (Alternative),46.9634
Lynyrd Skynyrd (Pop),The Chainsmokers (Pop),46.969800000000006
Amy Winehouse (Pop),Scorpions (Pop),47.0466
Jay Wheeler (Pop),The Beatles (Pop),47.0535
Charlie Puth (Pop),Justin Timberlake (Pop),47.0633
Cardi B (Rap/Hip Hop),Enrique Iglesias (Rap/Hip Hop),47.1009
Annie Lennox (Pop),Tones And I (Pop),47.1168
Anu Malik (Films/Games),Bryan Adams (Films/Games),47.1504
Christina Aguilera (Pop),Lana Del Rey (Pop),47.1641
Atif Aslam (Pop),Shakira (Pop),47.1938
Bryson Tiller (R&B),Kali Uchis (R&B),47.2319
Jay Wheeler (Pop),Lady Gaga (Pop),47.2606
De La Soul (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),47.27110000000001
Jay Wheeler (Pop),P!nk (Pop),47.296499999999995
David Guetta (Pop),Lana Del Rey (Pop),47.3839
Backstreet Boys (Pop),Charlie Puth (Pop),47.416799999999995
Junior H (Latin Music),Taylor Swift (Latin Music),47.44229999999999
Ellie Goulding (Pop),Scorpions (Pop),47.56419999999999
Bizarrap (Rap/Hip Hop),Cardi B (Rap/Hip Hop),47.67090000000001
Bee Gees (Pop),Scorpions (Pop),47.706900000000005
Daniel Caesar (Alternative),Tom Odell (Alternative),47.737
Shankar Mahadevan (Kids),The Beatles (Kids),47.79710000000001
Bryant Myers (Rap/Hip Hop),"Tyler, The Creator (Rap/Hip Hop)",47.8507
Ellie Goulding (Pop),Flo Rida (Pop),47.873400000000004
Amy Winehouse (Pop),Tones And I (Pop),47.8916
Flo Rida (Pop),Foreigner (Pop),47.904900000000005
Himesh Reshammiya (Indian Music),Taylor Swift (Indian Music),47.9354
Backstreet Boys (Pop),Scorpions (Pop),47.942899999999995
Eagles (Pop),Scorpions (Pop),48.0188
Pharrell Williams (Pop),Whitney Houston (Pop),48.0556
David Bowie (Pop),Lana Del Rey (Pop),48.10139999999999
Avril Lavigne (Pop),Tones And I (Pop),48.107899999999994
Junior H (Latin Music),Prince Royce (Latin Music),48.1858
Arctic Monkeys (Alternative),Panic! At The Disco (Alternative),48.2179
Britney Spears (Pop),Flo Rida (Pop),48.22710000000001
Ellie Goulding (Pop),Tones And I (Pop),48.269200000000005
Jay Wheeler (Pop),Scorpions (Pop),48.3304
Lana Del Rey (Pop),Mariah Carey (Pop),48.3453
Céline Dion (Pop),Scorpions (Pop),48.410199999999996
Lady Gaga (Pop),Lana Del Rey (Pop),48.43859999999999
Tones And I (Pop),Whitney Houston (Pop),48.4935
Jay Wheeler (Pop),Metallica (Pop),48.5282
Taylor Swift (Films/Games),Yo Yo Honey Singh (Films/Games),48.549400000000006
Mariah Carey (Rock),System Of A Down (Rock),48.5576
Flo Rida (Pop),Jennifer Lopez (Pop),48.599000000000004
James Arthur (Pop),Lana Del Rey (Pop),48.66149999999999
Christina Aguilera (Pop),Harry Styles (Pop),48.6853
Flo Rida (Pop),The Beatles (Pop),48.7157
Calle 24 (Traditional Mexicano),Peso Pluma (Traditional Mexicano),48.7645
Gorillaz (Alternative),Panic! At The Disco (Alternative),48.8603
Taylor Swift (Indian Music),Yo Yo Honey Singh (Indian Music),48.869600000000005
One Direction (Pop),Scorpions (Pop),48.8713
Meghan Trainor (Pop),Pharrell Williams (Pop),49.0155
Annie Lennox (Pop),Pharrell Williams (Pop),49.0373
Diljit Dosanjh (Indian Music),Himesh Reshammiya (Indian Music),49.1082
Cardi B (Rap/Hip Hop),JHAYCO (Rap/Hip Hop),49.1568
David Bowie (Pop),Jay Wheeler (Pop),49.1826
Enrique Iglesias (Rap/Hip Hop),JHAYCO (Rap/Hip Hop),49.1919
Christina Aguilera (Pop),Jay Wheeler (Pop),49.286699999999996
Calle 24 (Traditional Mexicano),Tito Double P (Traditional Mexicano),49.37109999999999
Billy Joel (Pop),Jay Wheeler (Pop),49.3924
Bryant Myers (Rap/Hip Hop),Enrique Iglesias (Rap/Hip Hop),49.4534
Bryant Myers (Rap/Hip Hop),WizTheMc (Rap/Hip Hop),49.480399999999996
Gorillaz (Pop),Harry Styles (Pop),49.52
Charlie Puth (Pop),Lynyrd Skynyrd (Pop),49.528800000000004
Harry Styles (Pop),Maroon 5 (Pop),49.5603
Anu Malik (Pop),Tones And I (Pop),49.5635
Elvis Presley (Pop),Jay Wheeler (Pop),49.630199999999995
Harry Styles (Pop),Labrinth (Pop),49.65139999999999
Ariana Grande (Pop),Lana Del Rey (Pop),49.65520000000001
Taylor Swift (Pop),Whitney Houston (Pop),49.686
Avril Lavigne (Pop),Flo Rida (Pop),49.755700000000004
Jay Wheeler (Pop),Prince (Pop),49.76369999999999
HUGEL (Dance),Mariah Carey (Dance),49.76759999999999
Gorillaz (Pop),Lynyrd Skynyrd (Pop),49.7809
Christian Nodal (Traditional Mexicano),Tito Double P (Traditional Mexicano),49.7918
Bryant Myers (Rap/Hip Hop),Yung Beef (Rap/Hip Hop),49.806099999999994
5 Seconds of Summer (Pop),Flo Rida (Pop),49.870000000000005
Charlie Puth (Pop),Whitney Houston (Pop),49.878400000000006
Amy Winehouse (Pop),Jay Wheeler (Pop),49.895799999999994
Black Eyed Peas (Pop),Jay Wheeler (Pop),49.9556
Eagles (Pop),Jay Wheeler (Pop),49.97619999999999
5 Seconds of Summer (Pop),Lana Del Rey (Pop),49.9934
Gorillaz (Alternative),Nirvana (Alternative),50.072599999999994
Anu Malik (Pop),Jay Wheeler (Pop),50.116899999999994
Grupo Firme (Traditional Mexicano),Peso Pluma (Traditional Mexicano),50.1185
Mariah Carey (Rock),Red Hot Chili Peppers (Rock),50.184400000000004
Anu Malik (Pop),Scorpions (Pop),50.21169999999999
Gracie Abrams (Pop),Lynyrd Skynyrd (Pop),50.2195
Luis Miguel (Pop),Pharrell Williams (Pop),50.2212
Gorillaz (Pop),Shawn Mendes (Pop),50.2613
Anu Malik (Pop),Flo Rida (Pop),50.2797
Annie Lennox (Pop),Taylor Swift (Pop),50.320699999999995
Flo Rida (Pop),Gwen Stefani (Pop),50.3766
Jay Wheeler (Pop),Pink Floyd (Pop),50.4163
One Direction (Pop),Tones And I (Pop),50.4353
Luis Miguel (Pop),Tones And I (Pop),50.5063
Gracie Abrams (Pop),Whitney Houston (Pop),50.5249
Lady Gaga (Pop),Tones And I (Pop),50.60579999999999
JHAYCO (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),50.6171
Eagles (Rock),Mariah Carey (Rock),50.6611
Annie Lennox (Pop),Flo Rida (Pop),50.7014
David Guetta (Pop),Tones And I (Pop),50.7025
Shakira (Pop),Shawn Mendes (Pop),50.7393
Enrique Iglesias (Pop),Scorpions (Pop),50.742999999999995
Avril Lavigne (Pop),Pharrell Williams (Pop),50.76499999999999
Jay Wheeler (Pop),Maroon 5 (Pop),50.7801
John Legend (R&B),Taylor Swift (R&B),50.85080000000001
Atif Aslam (Pop),Pharrell Williams (Pop),50.860299999999995
Diljit Dosanjh (Pop),Lana Del Rey (Pop),50.8907
Bryan Adams (Films/Games),Yo Yo Honey Singh (Films/Games),50.9043
Flo Rida (Pop),Nelly Furtado (Pop),50.9172
Demi Lovato (Pop),Flo Rida (Pop),50.922000000000004
Flo Rida (Pop),Maroon 5 (Pop),50.9397
Charlie Puth (Pop),Gorillaz (Pop),50.941900000000004
Bryant Myers (Rap/Hip Hop),DJ Khaled (Rap/Hip Hop),51.063900000000004
Lana Del Rey (Pop),Luis Miguel (Pop),51.0675
Meghan Trainor (Pop),Scorpions (Pop),51.0718
Bee Gees (Pop),Jay Wheeler (Pop),51.13790000000001
Foreigner (Pop),Harry Styles (Pop),51.17449999999999
Nelly Furtado (Pop),Scorpions (Pop),51.2404
Amy Winehouse (R&B),Taylor Swift (R&B),51.2645
Eagles (Rock),System Of A Down (Rock),51.29969999999999
Jay Wheeler (Pop),Nelly Furtado (Pop),51.4078
Flo Rida (Pop),Wisin & Yandel (Pop),51.416500000000006
Diljit Dosanjh (Indian Music),Taylor Swift (Indian Music),51.499199999999995
Labrinth (Pop),Lana Del Rey (Pop),51.5006
Britney Spears (Pop),Jay Wheeler (Pop),51.554700000000004
Amy Winehouse (Pop),Harry Styles (Pop),51.593
David Guetta (Dance),HUGEL (Dance),51.717400000000005
David Bowie (R&B),Taylor Swift (R&B),51.7181
Charlie Puth (Pop),Shakira (Pop),51.73010000000001
Billy Joel (Pop),Flo Rida (Pop),51.7746
David Bowie (Dance),HUGEL (Dance),51.7979
Banda MS de Sergio Lizárraga (Latin Music),Junior H (Latin Music),51.83239999999999
Nelly Furtado (Pop),Taylor Swift (Pop),51.9639
Elton John (Pop),Flo Rida (Pop),51.99909999999999
Nelly Furtado (Pop),Tones And I (Pop),52.03719999999999
Flo Rida (Pop),Luis Miguel (Pop),52.0835
Bryan Adams (Films/Games),Taylor Swift (Films/Games),52.23810000000001
David Guetta (Pop),Pharrell Williams (Pop),52.2398
Avril Lavigne (Pop),Taylor Swift (Pop),52.2468
Demi Lovato (Pop),Scorpions (Pop),52.24939999999999
Bryson Tiller (R&B),Taylor Swift (R&B),52.357200000000006
Harry Styles (Pop),Shakira (Pop),52.3962
Enrique Iglesias (Pop),Tones And I (Pop),52.52680000000001
Javed Ali (Latin Music),Taylor Swift (Latin Music),52.5603
Elvis Presley (Pop),Flo Rida (Pop),52.6544
Diljit Dosanjh (Pop),Harry Styles (Pop),52.6843
Flo Rida (Pop),Prince (Pop),52.723299999999995
Lana Del Rey (Pop),Tones And I (Pop),52.73
Ariana Grande (Pop),Harry Styles (Pop),52.7424
Christian Nodal (Traditional Mexicano),Natanael Cano (Traditional Mexicano),52.8033
Jay Wheeler (Pop),One Direction (Pop),52.8497
Enrique Iglesias (Pop),Flo Rida (Pop),52.9062
Luis Miguel (Pop),Taylor Swift (Pop),52.9072
Jay Wheeler (Pop),Pharrell Williams (Pop),52.9421
Flo Rida (Pop),Labrinth (Pop),53.013999999999996
David Bowie (Kids),Taylor Swift (Kids),53.017700000000005
David Guetta (Pop),Scorpions (Pop),53.1093
50 Cent (Rap/Hip Hop),Bryant Myers (Rap/Hip Hop),53.185500000000005
Diljit Dosanjh (Indian Music),Sonu Nigam (Indian Music),53.24640000000001
Harry Styles (Pop),Mariah Carey (Pop),53.2951
Flo Rida (Pop),Pink Floyd (Pop),53.299699999999994
Christina Aguilera (Dance),HUGEL (Dance),53.3685
Gwen Stefani (Pop),Harry Styles (Pop),53.3958
Gwen Stefani (Pop),Scorpions (Pop),53.5282
Eagles (Pop),Flo Rida (Pop),53.5314
Lana Del Rey (Pop),Romeo Santos (Pop),53.5739
Neton Vega (Latin Music),The Beatles (Latin Music),53.583800000000004
Metallica (Pop),Scorpions (Pop),53.61999999999999
Flo Rida (Pop),Shakira (Pop),53.787800000000004
Bryant Myers (Rap/Hip Hop),Maluma (Rap/Hip Hop),53.807199999999995
Scorpions (Pop),Shawn Mendes (Pop),53.8287
Lana Del Rey (Pop),P!nk (Pop),53.84729999999999
Kings of Leon (Alternative),Tom Odell (Alternative),53.919899999999984
Harry Styles (Pop),The Chainsmokers (Pop),53.9451
Backstreet Boys (Pop),Harry Styles (Pop),54.01129999999999
Enrique Iglesias (Pop),Harry Styles (Pop),54.0416
A.R. Rahman (Films/Games),Bryan Adams (Films/Games),54.051500000000004
George Michael (Pop),Taylor Swift (Pop),54.1049
Black Eyed Peas (Pop),Harry Styles (Pop),54.105599999999995
Lady Gaga (Films/Games),Taylor Swift (Films/Games),54.1203
Meghan Trainor (Pop),Tones And I (Pop),54.134600000000006
Harry Styles (Pop),One Direction (Pop),54.1375
Ellie Goulding (Pop),Harry Styles (Pop),54.1524
Elvis Presley (Pop),Tones And I (Pop),54.165000000000006
James Arthur (Pop),Jay Wheeler (Pop),54.1781
Pink Floyd (Pop),Tones And I (Pop),54.22510000000001
Christian Nodal (Traditional Mexicano),Peso Pluma (Traditional Mexicano),54.2422
Neton Vega (Latin Music),Shakira (Latin Music),54.2712
Gracie Abrams (Pop),Pharrell Williams (Pop),54.3081
HUGEL (Dance),Tiësto (Dance),54.3125
Bryant Myers (Rap/Hip Hop),Dr. Dre (Rap/Hip Hop),54.3598
Backstreet Boys (Pop),Tones And I (Pop),54.4079
Bryan Adams (Films/Games),Sonu Nigam (Films/Games),54.4898
Britney Spears (Pop),Tones And I (Pop),54.5481
Jay Wheeler (Pop),Luis Miguel (Pop),55.00129999999999
Harry Styles (Pop),Lady Gaga (Pop),55.020199999999996
Bryant Myers (Rap/Hip Hop),De La Soul (Rap/Hip Hop),55.0549
Prince (R&B),Taylor Swift (R&B),55.133
Enrique Iglesias (Pop),Taylor Swift (Pop),55.1403
Arcángel (Latin Music),Junior H (Latin Music),55.157799999999995
Prince (Pop),Tones And I (Pop),55.160499999999985
The Chainsmokers (Pop),Tones And I (Pop),55.26309999999999
Harry Styles (Pop),Jay Wheeler (Pop),55.270599999999995
Tones And I (Pop),Wisin & Yandel (Pop),55.27969999999999
Eagles (Pop),Tones And I (Pop),55.307199999999995
HUGEL (Dance),Martin Garrix (Dance),55.342499999999994
Bryant Myers (Rap/Hip Hop),Cardi B (Rap/Hip Hop),55.4877
Demi Lovato (Pop),Taylor Swift (Pop),55.53950000000001
Ellie Goulding (Pop),Jay Wheeler (Pop),55.55679999999999
Diljit Dosanjh (Pop),Flo Rida (Pop),55.57470000000001
Foreigner (Pop),Jay Wheeler (Pop),55.5887
Taylor Swift (Latin Music),The Beatles (Latin Music),55.632099999999994
Harry Styles (Pop),Jennifer Lopez (Pop),55.7294
Flo Rida (Pop),James Arthur (Pop),55.765699999999995
Gwen Stefani (Pop),Jay Wheeler (Pop),55.775000000000006
Bryant Myers (Rap/Hip Hop),JHAYCO (Rap/Hip Hop),55.84969999999999
Annie Lennox (Pop),Harry Styles (Pop),56.06679999999999
Billie Eilish (Alternative),Tom Odell (Alternative),56.159499999999994
Céline Dion (Pop),Flo Rida (Pop),56.1986
Prince (Pop),Taylor Swift (Pop),56.316399999999994
Harry Styles (Pop),The Beatles (Pop),56.329499999999996
Fuerza Regida (Latin Music),Junior H (Latin Music),56.37290000000001
David Bowie (Pop),Flo Rida (Pop),56.405800000000006
David Guetta (Pop),Flo Rida (Pop),56.41769999999999
Bob Sinclar (Dance),HUGEL (Dance),56.4244
George Michael (Pop),Pharrell Williams (Pop),56.527699999999996
Bryant Myers (Rap/Hip Hop),Flo Rida (Rap/Hip Hop),56.6154
Taylor Swift (Reggaeton),Yandel (Reggaeton),56.84009999999999
Flo Rida (Pop),Scorpions (Pop),56.895
Atif Aslam (Pop),Tones And I (Pop),56.904799999999994
Banda MS de Sergio Lizárraga (Traditional Mexicano),Christian Nodal (Traditional Mexicano),56.98780000000001
Enrique Iglesias (Pop),Jay Wheeler (Pop),57.017399999999995
Billy Joel (Pop),Tones And I (Pop),57.06600000000001
Billie Eilish (Alternative),beabadoobee (Alternative),57.1883
Lana Del Rey (Pop),Pharrell Williams (Pop),57.2097
Mariah Carey (Pop),Tones And I (Pop),57.237500000000004
Flo Rida (Pop),The Chainsmokers (Pop),57.280100000000004
Flo Rida (Pop),Romeo Santos (Pop),57.3033
Britney Spears (Pop),Harry Styles (Pop),57.331700000000005
Annie Lennox (Pop),Scorpions (Pop),57.3638
Bryant Myers (Rap/Hip Hop),Nicky Jam (Rap/Hip Hop),57.3716
Luis Miguel (Pop),Scorpions (Pop),57.40209999999999
Shakira (Latin Music),Taylor Swift (Latin Music),57.5107
Avril Lavigne (Pop),Scorpions (Pop),57.5623
Christian Nodal (Traditional Mexicano),Grupo Firme (Traditional Mexicano),57.5929
James Arthur (Pop),Taylor Swift (Pop),57.711200000000005
Junior H (Latin Music),Shakira (Latin Music),57.732000000000006
Demi Lovato (Pop),Harry Styles (Pop),57.8866
Anu Malik (Pop),Taylor Swift (Pop),57.89
Atif Aslam (Pop),Gracie Abrams (Pop),57.916199999999996
Céline Dion (Pop),Taylor Swift (Pop),58.0039
Bee Gees (Pop),Flo Rida (Pop),58.00810000000001
Harry Styles (Pop),Nelly Furtado (Pop),58.021800000000006
The Beatles (Pop),Tones And I (Pop),58.0357
Gwen Stefani (Pop),Taylor Swift (Pop),58.048100000000005
Jay Wheeler (Pop),Lynyrd Skynyrd (Pop),58.1059
Lana Del Rey (Pop),Lynyrd Skynyrd (Pop),58.1607
Elvis Presley (Ranchera),Taylor Swift (Ranchera),58.16120000000001
Shawn Mendes (Pop),Taylor Swift (Pop),58.3062
Billy Joel (Pop),Harry Styles (Pop),58.311
Demi Lovato (Pop),Jay Wheeler (Pop),58.379999999999995
Bryan Adams (Films/Games),Zion & Lennox (Films/Games),58.5029
Elton John (Pop),Tones And I (Pop),58.577099999999994
Atif Aslam (Pop),Lana Del Rey (Pop),58.635600000000004
Ellie Goulding (Pop),Taylor Swift (Pop),58.6621
Pharrell Williams (Pop),Shawn Mendes (Pop),58.6692
Annie Lennox (Pop),Jay Wheeler (Pop),58.735400000000006
Bastille (Alternative),Billie Eilish (Alternative),58.7766
Harry Styles (Pop),Prince (Pop),58.8101
Bryant Myers (Rap/Hip Hop),Mac Miller (Rap/Hip Hop),58.82959999999999
Bizarrap (Rap/Hip Hop),Bryant Myers (Rap/Hip Hop),58.861999999999995
Billie Eilish (Alternative),Mac DeMarco (Alternative),58.968599999999995
Christina Aguilera (Pop),Tones And I (Pop),59.0433
Bee Gees (Pop),Tones And I (Pop),59.204499999999996
Pink Floyd (Pop),Taylor Swift (Pop),59.2382
Eagles (Pop),Taylor Swift (Pop),59.271699999999996
Flo Rida (Dance),HUGEL (Dance),59.3102
Eagles (Pop),Harry Styles (Pop),59.387
Céline Dion (Pop),Tones And I (Pop),59.44699999999999
Britney Spears (Pop),Taylor Swift (Pop),59.4958
Harry Styles (Pop),Wisin & Yandel (Pop),59.5535
Arctic Monkeys (Alternative),Tom Odell (Alternative),59.57799999999999
Cardi B (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),59.615300000000005
Elton John (Pop),Harry Styles (Pop),59.6305
David Bowie (Pop),Tones And I (Pop),59.8178
Jay Wheeler (Pop),The Chainsmokers (Pop),60.271100000000004
Atif Aslam (Pop),Flo Rida (Pop),60.29
Shawn Mendes (Pop),Tones And I (Pop),60.3077
Harry Styles (Pop),James Arthur (Pop),60.3613
Flo Rida (Pop),Whitney Houston (Pop),60.362899999999996
Jennifer Lopez (Pop),Tones And I (Pop),60.435199999999995
Elvis Presley (Pop),Harry Styles (Pop),60.5192
Gorillaz (Pop),Tones And I (Pop),60.57119999999999
George Michael (Pop),Tones And I (Pop),60.5914
Bryant Myers (Rap/Hip Hop),Central Cee (Rap/Hip Hop),60.7772
Amy Winehouse (Pop),Taylor Swift (Pop),60.905699999999996
Lynyrd Skynyrd (Pop),Scorpions (Pop),60.9545
Flo Rida (Pop),George Michael (Pop),60.9694
George Michael (Pop),Jay Wheeler (Pop),61.098800000000004
Meghan Trainor (Pop),Taylor Swift (Pop),61.1091
